file_name,caption_1,caption_2,caption_3,caption_4,caption_5,final_caption,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
20150425_fountainhead.wav,A faucet turned on filling the bath tub with water,The bathtub is filled with water when a faucet is turned on.,Water drips into a container with water already in it.,Water is pouring into a sink and down a drain.,Water is running and falling into a sink then flowing down the drain.,"Water flows, cascading into the sink, then trickling down the drainpipe, with birds chirping in the background.",,,,,,,,,,,
alarm_clock_ringing_01.wav,A bell is ringing continuously without any break,A metal alarm clock rings over and over for a minute.,A metal alarm clock rings repeatedly for a minute,An alarm bell rings loud and very close.,An alarm bell rings loudly and very closely,A metal alarm clock keeps ringing.,,,,,,,,,,,
wood2.wav,Objects in a drawer hit each other and clank around.,Objects inside a drawer clank around and hit one another.,Small wooden objects crackling together and moving around in a room moving more together.,Wooden objects are thrown into a container together.,Wooden objects are tossed together within a container,"Small wooden objects in a room or drawer bumped against each other and shifted, drawing ever closer, with background sounds of music and cicadas chirping.",,,,,,,,,,,
PigeonShooting.wav,A ball bounces on a hard surface while birds sing in the background.,A ball bounces on a hard surface while some birds sing in the background.,"As birds chirp in the background, two gunshots go off.",Two gunshots go off as birds chirp in the background.,Two shots ring out amid the birdsong in the background.,"As birds chirp in the background, two gunshots go off.",,,,,,,,,,,
20160326_103240.wav,Bagpipes and drums playing continuously over a period of time.,"""In the distance, snare drums and bagpipes are playing.""",Someone is playing bagpipes and someone is playing drums simultaneously.,"""The were bagpipes were played loudly, with the beat of drums in the distance.""",Very loud bagpipes playing with drums in the background.,Very loud bagpipes playing with drums in the background.,,,,,,,,,,,
20092007.strike.wav,Explosions are going off in the distance repeatedly.,Explosions are repeatedly going off in the distance,"""Lightening popped and thunder rustled, with more and more thunder rumbling.""",The loud booming thunder quiets as the storm passes.,Thunder rolls and echoes becoming more distant over footsteps.,"Lightening popped and thunder rustled, with more and more thunder rumbling.",,,,,,,,,,,
wooden barndoor.wav,"A person opens a gate to walk in, closes gate, and then opens and closes the gate while walking out.",A squeaky door swing open and then shuts several times.,A squeaky door swings open and then shuts several times.,Someone pulling open lockers and then opening and closing the door to three different lockers.,Someone prying open lockers as well as opening and closing the door to three different lockers.,"A creaking door opened and closed several times, followed by the faintest chirping of birds.",,,,,,,,,,,
porto_morning_tropical_birds_market_19.wav,A lot of birds are chirping and singing while in close proximity to each other with people talking nearby.,Birds chirp in the trees at the park while children are playing.,Children playing at a park with birds chirping in the trees.,Multiple birds chirp simultaneously in the background while people faintly converse.,Multiple birds chirped simultaneously in the background while people conversed.,"Many birds chirped and sang in close proximity to one another, while nearby came the sounds of people talking and children playing and chatting.",,,,,,,,,,,
rbh train freight by.wav,A approaching train arrives and then without stopping passes by.,"""A long train rumbles past a point, wheels clicking on the joints.""",A train is approaching and then the train passes by.,A train passes by on its tracks quickly.,Wheels of a train rotate swiftly along the track.,"A long train rumbles past a point, wheels clicking on the joints.",,,,,,,,,,,
fu-rin_train.wav,A train passes by on railroad tracks while people talk nearby.,As the train moves down the tracks it is accompanied by a metallic jingling and friendly conversations.,People on the train are talking while it is travelling.,a train is travelling while people on it are talking,inside a train people talking to each other,As the train moves down the tracks it is accompanied by a metallic jingling and friendly conversations.,,,,,,,,,,,
crickets2.wav,A car goes by as a cricket is making noise.,A loud cricket along with traffic noise in the background.,Along with traffic noise in the background is a loud cricket.,An automobile drives past while a cricket chirps.,Crickets chirp continuously as a car drives past.,"A car drove by, with the sound of crickets chirping and occasional bird calls in the background.",,,,,,,,,,,
Paging through a book.wav,Someone turns the page of a book before peeling long stickers from the surface repeatedly.,Someone turns the page of a book before they take off long stickers from the surface repeatedly.,"""While opening a package, some paper and plastic is ripped and pulled apart.""",a package is being opened with some paper and plastic being ripped and pulled apart,a person is flipping through pages of a thick book,a person is flipping through pages of a thick book,,,,,,,,,,,
Eddy convsersacion metro flores.wav,A mechanical engine is running and someone is chatting.,A woman is interrupted by a speaker over the intercom as she is speaking.,"""A woman is speaking, while in the background, a motor runs and a loudspeaker projects male and female voices.""",A woman speaking and gets interrupted by a speaker over an intercom.,Woman speaking with a motor running in the background and a female and male voice over a loudspeaker.,"A woman is speaking, while in the background, a motor runs and a loudspeaker projects male and female voices.",,,,,,,,,,,
Pasta bag shuffling.wav,Packing paper is being loudly crunched by a person.,Someone grabbing a bag of potato chips and folding the bag.,Someone grabs a bag of potato chips and folds the bag,Someone opens up a paper bag and puts things inside it.,"""Something is being crunched, then, after a pause, the crunching continues.""",Packing paper is being loudly crunched by a person.,,,,,,,,,,,
Microwave_1-2.wav,A beeping sound occurs and a microwave turns on.,"""A microwave beeps, then whirs as it is started.""",Buttons of a microwave are pushed ten times before microwave starts.,"""Prior to the microwave starting, the buttons are pushed ten times.""","""The beep, beep, beep of someone selecting a setting is followed by the hum of the microwave.""","After the beep emitted during setup, the microwave oven starts up with a humming sound.",,,,,,,,,,,
Cardiff Bay fireworks.wav,Fireworks go off continuously as kids talk and shout in the background.,Fireworks was exploding in the sky and the crowd was cheering,"""Fireworks were exploding in the sky, and the crowd was cheering.""",People comment on the fireworks shooting and exploding in the sky,"""While a person is shouting, some fireworks are going off.""","Fireworks burst in the sky, and the crowd cheered with excitement—adults and children alike.",,,,,,,,,,,
Los Angeles (South Bay) Police and Fire Scanner.wav,"With a calm voice, a male emergency radio operator calls another male emergency radio operator.",Two people communicate via radio with squawks in between.,Two people talking via radio with bursts of static in between speaking.,Two men are holding a conversation via walkie-talkie.,"Using typical speech, two individuals are communicating by radio system.","Two people were talking on the radio, and static noise could be heard intermittently during the conversation.",,,,,,,,,,,
rain and thunder 1.wav,It is raining while several claps of thunder occur.,Rain falls on the ground while thunder roars.,Rain is falling as thunder roars in the distance.,Rain pours down and thunder roars in the background.,Rain pours down while thunder roars in the background.,"It was raining, and several claps of thunder sounded simultaneously.",,,,,,,,,,,
Grackles.wav,Different species of birds chirp to one another at random frequency.,"Randomly, several species of birds begin to chirp at each other.",Some birds continued to chirp while others squeaked in unison.,Some birds were continuously chirping and squeaking at the same time,Various birds are singing and whistling as vehicles drive by in the background.,"Various birds chirp, with footsteps in the background.",,,,,,,,,,,
Thunder Outside.wav,A thunderstorm is rumbling and making thunder in the distance.,"""During the storm, thunder rumbles in the distance.""",Laundry is being hung up on the line while the wind blows.,"""Muffled wind, along with rambling and banging, were in the background.""",Something has fallen onto the floor and rolled away.,A thunderstorm is rumbling and making thunder in the distance.,,,,,,,,,,,
Suburb.wav,A car passes and someone beeps while people are talking and a woman coughs.,A moving bus was overtaken by other cars and passengers voices in the background,An airplane is on the tarmac rolling somewhere.,Traffic and construction static noises with occasional creaks of machinery.,Traffic and construction static with occasional creaks of machinery.,"Vehicles pass by, horns honk, engines rev from idle to start, people are talking.",,,,,,,,,,,
Woodland Walk Through Leaves.wav,A person is walking through a large pile of leaves.,The footsteps of a person as they walk along a gravel trail.,Footsteps of a person walking along a gravel trail,"Shoes are moving across a surface composed of gravel, twigs and leaves.",Snow crunches as someone walks through the snow.,"The shoes moved across a surface composed of gravel, branches, and leaves, with birdsong in the background.",,,,,,,,,,,
hammernahtwo.wav,A copy machine is copying documents and then stapling them together.,A copy machine is running and copying documents and stapling them together.,A machine stamps out metallic parts on an assembly line in a rhythmic fashion.,An industrial machine is repeating a punch over and over.,An industrial machine is repeating a punch repeatedly.,An industrial machine is repeating a punch over and over.,,,,,,,,,,,
Paper shredder.wav,A machine shreds and crinkles paper while humming constantly.,A paper shredder is operated and paper is inserted into it.,A person places documents into a paper shredder.,A person putting paper into a paper shredder.,Paper crinkles as it is being ripped by a machine that constantly hums.,Turn on the paper shredder and feed the paper into it. The machine emits a continuous humming sound and the noise of shredding paper.,,,,,,,,,,,
urban-bees.wav,A lot of bees buzzing by a hive.,A swarm of bees buzzing near a hive.,A swarm of mosquitoes buzz loudly and constantly.,"Buzzing bees with a nice, gently but fierce buzz sound.","The bees were buzzing, giving off a gentle but fierce buzzing sound.","Many bees buzzed around the hive, with the sound of cars driving in the background.",,,,,,,,,,,
Fountain-Porto-19_07_2009.wav,A person pouring a liquid out of a container outdoors with some birds chirping in the background.,Water falls into a bucket and birds are audible in the distance.,Water is dripping while birds and crickets are chirping in the background.,Water slowly pouring into a bucket and birds a distance away.,"While birds and crickets are chirping in the background, water is dripping.","Water dripped steadily, accompanied by the chirping of birds and the chirping of crickets in the background.",,,,,,,,,,,
backyard.wav,At night crickets chirp in a very grassy area.,Crickets are chirping in the night while water drips and a vehicle passes by.,Crickets chirping at night in a very grassy area.,Crickets peep and cheep while drips of water splash and traffic occurs,Distant humming of motors with a few sharp bangs and the constant chirping of insects,"At night, crickets chirped, water dripped steadily, and a car drove by.",,,,,,,,,,,
20130405_wooden.stairs.floor.01.wav,A person is walking up some stairs then through a hallway.,Footsteps across the floor are determined and loud.,Footsteps on the floor are loud and determined.,Footsteps walk down stairs and continue to move downward.,Hard soled shoes are walking over a hard surface and other hard objects are being moved.,"A person is climbing the stairs on wooden floors, accompanied by the sound of clothes rubbing.",,,,,,,,,,,
watertab.wav,Pouring water on a tin can that gradually gets louder and louder.,Pouring water on a tin can that gradually gets louder.,Rain was falling from a gutter into a metal pan.,Water begins to drip onto a metallic surface in short bursts then starts to drip constantly.,"Water drips onto a metallic surface in short bursts, then drips constantly.","Water began to fall onto the metal surface in short, intermittent drops before starting to drip continuously.",,,,,,,,,,,
080809_03_Ri_pokretneStepeniceKlompeVentilacija.wav,A rail car passes by while people are busy.,Loud indoor noises play with some light background conversation.,People were talking in the background as the train approached and very loud,People were talking when the train approached very loudly.,The crowd is talking while the cars are honking their horns in the background.,"As the train approached, voices chattered loudly in the background, and the train's horn blared.",,,,,,,,,,,
Crows chattering.wav,A bird squeaks rapidly while another bird in the background gradually does the same.,Birds are chattering and singing and a different bird caws in the background.,"""Birds are chirping and singing, while a different bird caws in the background.""",Squirrels converse and fight over bird seeds as traffic is audible in the background.,squirrels talking and fighting over bird feed with traffic in the background.,Birds are chattering and singing and a different bird caws in the background.,,,,,,,,,,,
Montage Maschiene 02.wav,A cranking sound is followed by a pressure release.,A machine that makes copies of a document is a copier.,No interruption or interference effects when a steam pump motor runs.,"""Some kind of industrial machine performing a repetitive task, perhaps in a factory setting repeating a job.""","""Some kind of industrial machine performs a repetitive task, such as in a factory.""","A certain industrial machine performs repetitive tasks; upon hearing a clicking sound, pressure is released.",,,,,,,,,,,
bird in the Hague at dawn 5.wav,A bird calling out and singing in an open field.,"A bird calls out, singing in the open field.",Several birds are singing outside with faint traffic sounds nearby.,Several birds singing outside with faint traffic sounds nearby.,The birds are chirping in a tree with a highway off in the distance.,"Outside, a few birds were chirping, and faint traffic sounds could be heard nearby.",,,,,,,,,,,
police_car_siren-esp.wav,A siren with a high pitch was blared multiple times,A siren is on and making high pitches with the siren.,An emergency services siren rings rather loudly in a high pitched tone.,An emergency services siren sounds in high pitched tones.,The siren pierces the air with a high pitched frequency.,A siren with a high pitch was blared multiple times,,,,,,,,,,,
passi su vecchio parquet attenzione al centro.wav,A person is taking a walk through of a home and opening the doors to every room.,The shoes of a person squeak while they are walking.,Two people are walking and talking and wearing wet boots.,Two people walking and talking with wet boots on.,Wooden objects being pried and rubbed against each other while shoes are moving across a hard surface.,"People walking on the floor, shoes squeaking, with occasional voices of people talking.",,,,,,,,,,,
Silencyo_COUNTRY_NIGHT_Crickets_Distant_Frogs_Turtledove.wav,Cars are passing quietly while crickets sound loudly in the foreground.,Crickets chirp closely as other critters distantly chatter.,Crickets chirp in the foreground as other critters distantly chatter.,Crickets sound loudly while cars pass quietly in the background.,Insects are chirping and people are moving and talking in the distance.,Crickets chirp in the foreground as other critters distantly chatter.,,,,,,,,,,,
raven_calls.wav,A hawk or crow flying over a field and insects chirping at night.,A hawk or crow is cawing in a field and insects are chirping at night.,Birds chirp and call to one another as the wind blows.,One bird and several insects squawk and chirp together.,Outdoors in a field geese and insects are making noise.,"Crows are cawing, insects are chirping, with faint dog barks in the background.",,,,,,,,,,,
Ketchup Farts.wav,A person holding a plastic bottle and squeezes something from it.,A person holding a plastic bottle and squeezing it.,Gurgling filled the air as the squirt bottle was squeezed and emptied.,Someone squeezing the last drops of a liquid out of a squeezing bottle.,The bottle was squeezed until the last of the liquid came out.,Gurgling filled the air as the squirt bottle was squeezed and emptied.,,,,,,,,,,,
Cicadas and birds in a hot summer noon.wav,Animals and insects are making their usual sounds in a meadow.,Birds chirping outside while people are talking in the background.,"""In a jungle, a flock of birds chirp among the flowing river.""","""In the distance, different birds chirped at different times.""","""The jungle with a lot of birds chirping, and potentially a river or waterfall nearby.""",The persistent chirping of birds and the faint sounds of insects,,,,,,,,,,,
Dog whining.wav,A dog barks and then whines and repeats the barking a whining.,A dog barks and then whines and does it again.,A dog barks and whines in a high pitched voice.,A dog barks twice and then whines and then barks again and then whines again.,A tiny dog is barking and whining in its room.,"A dog barked twice, then whimpered once, then barked again, then whimpered once more.",,,,,,,,,,,
Footsteps Undergrowth 01.wav,A man is walking through the brush and then picks up the pace and begins to run.,A person is walking outside and then breaks into a run.,"A person walks with heavy steps, then begins to run.","The sound of crunching footsteps walking, then getting faster.",Walking with crunches and the walking gets faster as it goes on.,"A man pushed through the bushes, then quickened his pace and began to run.",,,,,,,,,,,
tree frogs.wav,Birds chirping in a tree in the middle of the night.,In the middle of the night birds are chirping in the tree.,Many different birds are talking to one another by chirping.,Many different frogs are croaking as well as other animals.,Several frogs are croaking and as insects chirp outside at night.,"Several frogs croaked, insects chirped outside at night, with faint birdsong in the background.",,,,,,,,,,,
Sprinkler 1_R.wav,A sprinkler is spraying in a circular pattern.,A sprinkler rotates back and forth three times.,Sprinklers go off in an adjusting pattern of rotation.,The sound of water spraying from a yard sprinkler moving to and fro.,"a yard sprinkler is heard moving back and forth, sprinkling water",The sound of water spraying from a yard sprinkler moving to and fro.,,,,,,,,,,,
chicken.wav,"Chickens are making clucking noises, while someone is gathering the eggs.",Chickens are marking noises while rain is falling.,Multiple chickens are clucking in an enclosure whilst a person is moving about.,"Multiple chickens clucking in a chicken cage, person moving around in chicken cage.",Rain is falling while the chickens make noises.,"Multiple chickens clucking in a chicken cage, person moving around in chicken cage.",,,,,,,,,,,
water_waterfall_small_001.wav,Heavy rain pounds loudly against a hard surface.,It is raining hard and water is pouring of a roof.,It is raining hard and water is pouring off of a roof.,Water is pouring down a gutter and into a drain.,water rushing down a stream or along a gutter,Water rushes down from streams or ditches.,,,,,,,,,,,
Water Pour and Drink.wav,"""A person fills up a glass with a beverage, then quickly chugs it and breathes heavily""","""A person fills up a glass with liquid, then quickly gulps it and breathes heavily.""",Water is poured into a container and is drunk by a person who pants and continues to chug.,Water is poured into a container and then gulped by someone who pants and continues to chug.,"""Liquid is poured into a cup, gulped down the throat of a person, then breathing, more gulping, then more breathing.""",Water is poured into a container and then gulped by someone who pants and continues to chug.,,,,,,,,,,,
bridge demolition pounding.wav,A machine has material on it and is being pressed down very hard.,A machine that is pressing down very hard on material.,A pile driver repeatedly struck a piling and drove it into the ground,Metal objects rubbing against each other are clanking and creaking.,a pile driver repeatedly striking a piling as it drives it into the ground,a pile driver repeatedly striking a piling as it drives it into the ground,,,,,,,,,,,
Dawn chorus - Makvaneti.wav,Bird chirping and the cock crowed and birds continued chirped,Birds are chirping and then a rooster crows and more birds chirp.,Many birds whistle continuously while a rooster crows in the distance.,"""Many birds whistle continuously, a rooster crows in the distance.""",With the Birds chirping the cock crowed and the birds continued to chirp.,"Birds chirped, then the rooster crowed, dogs began to bark, and more birds joined in their song.",,,,,,,,,,,
walking_on_snow_and_light_wind.wav,A person is continuously walking through the snow.,People walking on the ground in a consistent manner.,Someone is walking down a gravel path at a constant pace.,Someone walking down a gravel path at a constant pace.,Someone was walking on a land filled with a pile of pebbles,"A figure walked relentlessly through the snowy landscape, accompanied by the constant howl of wind and the distant cries of a man.",,,,,,,,,,,
night_train_inside.wav,A person sitting in a train car with thumping sounds outside.,"A train that is coming down the tracks getting closer and closer,","A train that is coming down the tracks is getting closer and closer,","In the distance, a train is going down the tracks.",Someone sits in a train car while thumping is audible outside.,A person sat in the train car as thumping sounds came from outside; the train was traveling along the tracks.,,,,,,,,,,,
BoyRacer.wav,A motorcycle engine revs repeatedly before it accelerates away.,A motorcycle engine revs up then rides away.,A motorcycle engine revving up and riding away.,An engine of a motorcycle is revved constantly and then fades into the distance.,A motorcycles engine is revved consistently and fades into the distance.,"The motorcycle engine roars repeatedly before accelerating away, accompanied by birdsong in the background.",,,,,,,,,,,
Barking Dogs at Dog Park - South Mountain Reservation NJ.wav,A dog is barking and a person calls out.,A dog barking and people chatting in a field with an airplane flying overhead,A dog barks and a person in the background calls out.,"A dog barks, a woman keeps calling out, another woman laughs, and the dog starts barking more.",A large dog is outside barking over people who are talking in the background.,"A dog barks, a woman shouts incessantly, another woman laughs, then the dog barks even louder. An airplane flies overhead, with birds chirping in the background.",,,,,,,,,,,
dare16_orchestral_scape2.wav,"""A musician is warming up, sometimes getting loud and then becoming quiet again.""",A train passing a point with some heavy music.,Heavy music is playing as a train passes by.,The chorus rings out and the blare fills the bridge as the horns play loud.,The music gets louder as the orchestra plays during the suspenseful scene in a movie.,"The musicians are playing music, sometimes getting very loud, then becoming very quiet.",,,,,,,,,,,
FOOTSTEPS_005.wav,A person walks through heavy gravel rumbling underfoot.,Gravel rumbles under the foot of a person as they walk.,"""Heavy footsteps marching along a wet, gritty surface.""",Someone is walking on a bed of rocks.,"""The wet, gritty surface was stamped by heavy marching footsteps.""","A person walked along the heavy gravel road, their footsteps echoing with a rumbling sound, while the background hum of passing vehicles filled the air.",,,,,,,,,,,
promenade_Lanzarote_kids_people_talking_bicycles_AMB_EXT.wav,A wide variety of people of different ages are talking and moving in close proximity to each other.,"Children yell and play in a park as parents chatter, jogger runs by followed by a bicycle.","Children yell and play in a park as parents chatter and a jogger runs past, followed by a bicycle.","Kids laughing, playing and running on a busy city playground.",People talk to each other in a park and a ten speed bike rides by.,"Children yell and play in a park as parents chatter and a jogger runs past, followed by a bicycle.",,,,,,,,,,,
Blackbird botanical gardens  Aarhus.wav,Birds are chirping and singing near a popular roadway during the day.,Birds are chirping and squeaking while cars are moving.,Birds chirping and singing near a popular roadway during the day.,Birds chirping while cars are moving and other birds squeaking,vehicle travelling sound along with birds screaming and wind blowing sound,"As the car drove along, birds chirped, other birds chirped, and in the background came a sound like the beeping of a bus.",,,,,,,,,,,
fr9 07 shop voices bell 2f.wav,A bell goes off while multiple conversations are going on.,"Men, women, and a child are talking and a bell rings three times.",Multiple conversations and then a bell goes off during the conversations.,People are having a conversation and a church bell rings in the distance.,People are talking loudly then a bell chimes a few times.,People were conversing indoors as the distant chimes of a church bell echoed.,,,,,,,,,,,
paper01.wav,A book being flipped through over and over.,A books whose page keeps being turned over.,Flipping through a book to put emphasis on the movement of the paper.,Some flipping the pages of a book with large leaves,Someone flipping the large leaf pages of a book.,The persistent sound of pages turning,,,,,,,,,,,
Town Square Ambience.wav,A honking care horn drowns out the chattering of city birds.,A horn honks once and then some birds sing.,A horn honks once and then the birds sing.,A train horn blasts while birds vocalize nearby.,For a moment a car horn blocks chattering city birds.,"A horn blared once, followed by the sound of a car driving by, voices chatting, and then birds singing.",,,,,,,,,,,
kidsontrain.wav,A child speaks and a train announcement as someone counts their change.,A child speaks and a train announcement comes on over the speakers as someone counts their change.,A loud speaker announcing something and children speaking nearby.,A speaker loudly announces something while children speak nearby.,People talk and handle coins as an announcement drowns them out.,A child speaks and a train announcement comes on over the speakers as someone counts their change.,,,,,,,,,,,
Shower turning on and off with drain noise.wav,A hose is being run while a generator is running in the background.,A person running a shower and adjusting the shower knob.,A person running the shower is adjusting the shower knobs.,Rain falling outside while dripping on a driveway.,Water falling within a shower followed by a knob being turned,A person running the shower is adjusting the shower knobs.,,,,,,,,,,,
showering shower different intensities water bathroom WC.wav,A person turns on a shower then shower water hits the floor as time goes on.,A shower begins to start and the water is running hard.,A shower is running and water hits the floor.,Water pouring in a shower before someone gets in it.,Water runs in a shower before someone gets in the shower.,"Someone turned on the shower, and water splashed onto the floor.",,,,,,,,,,,
Rain falling on a metal roof - 96 kHz _ 24 Bit.wav,First rain falls on a roof and then it splashes to the ground.,Rain falling on a roof and then splashing on the ground.,Rain is pouring into the gutter while thunder is crashing in the distance.,Rain pouring into a rain gutter and thunder in the distance.,The rain is falling down heavily on a metal roof,"Rain fell on rooftops and the ground, while distant thunder rumbled.",,,,,,,,,,,
Canarian_Bird_In_Cage_Singing_2.wav,A bird is whistling and it speeds up and slows down its voice.,A bird is whistling and it speeds up and slows down the song.,"""A bird trills, chirps and then the bird beeps.""","""A bird trills, chirps and then the bird cheeps.""",A small bird with a chirp that has a higher pitch,"A bird trills, chirps and then the bird cheeps.",,,,,,,,,,,
20091225.rain.wav,Rain falling down onto a house or building.,Rain is falling and splashing on a roof.,Water runs over the ground as heavy rain continues.,rain falling on a roof as well as the ground,rain falling on a rooftop and in addition the ground,rain falling on a roof as well as the ground,,,,,,,,,,,
conversation in crowd.wav,"A few men are all speaking at the same time, talking over each other.",A group of people discuss something and laugh a little.,"Men are conversing with each other, while other muffled voices are heard in the background.","Multiple voices speaking at once, the voice of a man speaking with a deep modulated tone.","Several men converse, while muffled voices speak in the background.","People are talking, and other indistinct voices can be heard in the background.",,,,,,,,,,,
outdoors terrace ambient heavy traffic.wav,A constant drone of city traffic masks everything else.,A large volume of air is moving and hard objects are striking each other close by.,Several cars and trucks driving by on a busy road.,The busy highway was filled with several cars and trucks.,The incessant buzz of city traffic blocked out everything else.,Several cars and trucks driving by on a busy road.,,,,,,,,,,,
GarbageTruck.wav,A big truck beeping while going in reverse.,A big truck is beeping while going in reverse.,A large truck is beeping while backing up and the breaks are squealing as well.,A large truck is beeping while it reverses and the brakes are squealing as well.,A whir of an engine approaching and a large vehicle pulling away.,"A large truck beeped as it backed up, its brakes screeching sharply. Then it drove away.",,,,,,,,,,,
Woodpecker.wav,A pecking bird pecks lightly against a tree.,A woodpecker hammers away at some wood while birds chirp in the background and a stream flows nearby.,A woodpecker in a forest and a few birds chirping near running water.,A woodpecker is hammering away at some wood while birds are chirping in the background and a stream is flowing.,A bird is pecking lightly in the forest.,A woodpecker hammers away at some wood while birds chirp in the background and a stream flows nearby.,,,,,,,,,,,
diesel-locomotive.wav,A subway train in the distance slowly approaching.,A subway train slowly approaches from a distance,A train on the railroad track is passing by.,A train travels down a railroad track and passes.,"In a railroad, the train is coming closer and very loudly","On the railroad tracks, the train was getting closer and closer, making a loud noise, until it finally passed by.",,,,,,,,,,,
Centurion Suburb Evening.wav,"A tree, dripping wet from rainfall, had birds sitting on it chirping away.",The Water trickles into a basin while birds chirp and wind chimes sound in the background.,Water runs slowly and drips while birds cry out.,Water trickles into a basin while birds chirp and wind chimes sound in the background.,birds chirping in a tree with a waterfall off in the distance.,"The water flows slowly, dripping ceaselessly; Birds chirp, and wind chimes tinkle.",,,,,,,,,,,
Table tennis and children&#39;s area.wav,A baby is crying and shouting while adults are speaking among each other.,"A child screams, pounding on metal, more people speak, a person walks by and a child speaks again.",Children loudly playing with banging and others talking in the background.,People laugh and run while someone taps on a wall.,The children are playing loudly and banging things while others are talking in the background.,"Children played loudly and screamed, adults chatted, someone hammered metal, a person walked by, and finally the sound of vehicles driving by.",,,,,,,,,,,
restaurant sounds.wav,"In a restaurant, people are eating and talking.",People are gathering and talking at the restaurant and a waitress carries plates and utensils.,People are talking and eating in a restaurant.,"People gathering and talking, restaurant or meal, a person carrying food, plates utensils.","While people are talking, silverware is being moved around on a hard object.",People are gathering and talking at the restaurant and a waitress carries plates and utensils.,,,,,,,,,,,
orage tonnerre GP pluie.wav,Loud thunder is rumbling for a while before rain starts falling.,"Thunder crashes, prior to the beginning of rainfall.",Thunder in the background and rain hitting the ground in the foreground.,Thunder is blaring in the background and rain is seen hitting the ground in the foreground.,Thunder is clapping and rain is steadily hitting a surface.,Thunder in the background and rain hitting the ground in the foreground.,,,,,,,,,,,
808 Kings Cross  steps.wav,Some people are rapping while some feet are tapping.,Someone is walking up the stairs of a school.,Someone walking along a hard surface while people talk in the background.,some kids are playing basketball in the court and talking to each other,some kids are playing basketball in the court and talking to each other in the background.,Someone walking along a hard surface while people talk in the background.,,,,,,,,,,,
Mild rain.wav,A light rain continuously falling on the roof,A light rain continuously falls on the roof.,It is raining and the rain is hitting the ground and various other objects.,Rain pours down loudly on the roof top.,The rain is hitting the ground and other objects.,It's raining. Raindrops are hitting the ground and various objects.,,,,,,,,,,,
CivicSI.Accelerating.1.wav,"""A motor bike is started, and it revs its engine, before racing past while changing gears.""","""A motor bike starts, revs its engine and then races past as it changes gears.""",A race car taking off from a garage at the racetrack.,A sports cars gears are shifted multiple points in time then navigates towards a street of crushed rock.,a sports car shifting gears four times and then cruising onto a gravel road.,"A motor bike is started, and it revs its engine, before racing past while changing gears.",,,,,,,,,,,
RainPatter.wav,A static frequency crackles in the background and a bird chirps briefly as time goes on.,Birds chirp against a background of static frequency crackling,Heavy raindrops falling in different surfaces during a rainstorm.,It is raining hard while birds are chirping in the background.,It is raining on a plastic material while birds chirp lightly.,"During a downpour, heavy raindrops fall onto different surfaces.",,,,,,,,,,,
Short Hailstorm.wav,Heavy rain and hail are hitting a window,"""Heavy rain falls, then lightens to a drizzle and finally heavy rainfall once again.""",It is hailing at varied intensities while slowing down at times.,"""It is hailing at varied intensities, slowing down at times.""","""heavy rain falls, then eases off, then becomes heavy again.""",Heavy rain and hail are hitting a window,,,,,,,,,,,
Viento_Helado.wav,"Blowing hard, the wind creates a whistling sound.",The wind is blowing and whistling loudly and stops for a while before getting really loud,The wind is blowing and whistling loudly but stops for a while before getting really loud.,The wind is blowing so hard that it is creating a whistling sound.,The wind is blowing very strong at first and then slightly decreasing,"The wind howled past, emitting a loud whistling sound. It paused for a moment, then grew extremely loud once more.",,,,,,,,,,,
bled_island2.wav,A splashing in and through water occurs repeatedly.,A boat is bobbing in the water crashing up and down,The bobbing of a boat in the water crashing up and down.,Waves are splashing against the hull of a boat in the water.,Waves splash against the hull of a boat.,"In the water, waves lapped against the hull of the boat, accompanied by faint humming sounds.",,,,,,,,,,,
sheep on pasture.wav,A baby lamb baaing and an adult lamb baaing while walking through grass.,A human mimics a lamb as it bleats.,A lamb bleating while a human mimics it.,Sheep bleat while birds chirp in the background.,Sheep call out while birds chirp in the background.,Sheep bleat while birds chirp in the background.,,,,,,,,,,,
birdsongEvening.wav,A bird chirping in the foreground and a hard object striking a hard surface.,A bird chirps as a hard object strikes a hard surface.,Birds are singing while a ping pong ball is bounced once on a table,"Birds chirp and become quiet, then a knock, followed by louder chirping.","Birds chirping, then quieting, a knock then louder chirping.","Birds chirp and become quiet, then a knock, followed by louder chirping.",,,,,,,,,,,
cooking onions.wav,A pan with frying food arranged while a boy talks.,Food fries in a metal skillet being turned over by a metal spatula,Frying or sorting something on the pan along with a boy speaking sound,"""Someone is frying food in a metal skillet, using a metal turner.""",Someone is frying meat and turning it in the pan and a girl talks in the background.,Frying or sorting something on the pan along with a boy speaking sound,,,,,,,,,,,
Kylskap.wav,A machine is running at constant speed and an object is hitting another object in the foreground.,An electric machine is running at constant speed.,An electric machine is running with constant speed,"In the foreground, two objects hit each other and a machine runs at a constant speed.","Inside an enclosed place, a machine is operating",A machine operates at a constant speed.,,,,,,,,,,,
Filling a Sink.wav,A faucet being turned on to run water in a basin.,A machine is running and water pouring into a basin and down a drain.,"A shrill, mechanical whirring is followed by water running into a basin as time goes on.",The faucet is turned on and water runs into tub.,Water pours into a basin and down a drain while a machine is running.,"A machine is running, water is flowing into the sink.",,,,,,,,,,,
